Transaction_Date,Daily_Sales,Num_Transactions,Num_Companies,Num_Products,Total_Quantity,Year,Month,Day,Day_of_Week,Quarter,Week_of_Year,Is_Weekend,Is_Month_Start,Is_Month_End,Sales_Lag_1d,Sales_Lag_7d,Sales_Lag_30d,Sales_Lag_90d,Sales_MA_7d,Sales_Std_7d,Sales_MA_30d,Sales_Std_30d,Sales_MA_90d,Sales_Std_90d,Sales_Growth_7d,Sales_Growth_30d,Avg_Transaction_Size,High_Value_Sales,High_Value_Pct,Cumulative_Monthly_Sales,Cumulative_Quarterly_Sales
2020-02-12,1724800.0,1.0,1.0,1.0,11.0,2020,2,12,2,1,7,0,0,0,7963200.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,358909.0909090909,1444655.0843461815,172480000.0,172480000.0,862400.0,0.0,0.0,9688000.0,11844000.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,2020,2,13,3,1,7,0,0,0,1724800.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,348352.9411764706,1423928.9759771908,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,2020,2,14,4,1,7,0,0,0,0.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,338400.0,1404067.784520894,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,2020,2,15,5,1,7,1,0,0,0.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,329000.0,1385013.143619944,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,2020,2,16,6,1,7,1,0,0,0.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,320108.1081081081,1366712.0403806067,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,2020,2,17,0,1,8,0,0,0,0.0,0.0,0.0,0.0,1384000.0,2971511.884546316,322933.3333333333,1476936.6146447046,311684.2105263158,1349116.2021008353,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,2020,2,18,1,1,8,0,0,0,0.0,7963200.0,0.0,0.0,246400.0,651913.1230463154,322933.3333333333,1476936.6146447046,303692.3076923077,1332181.5664510236,-99.99998744223585,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,2020,2,19,2,1,8,0,0,0,0.0,1724800.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,296100.0,1315867.8220582055,-99.99994202229706,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,2020,2,20,3,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,288878.0487804878,1300138.0087344951,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,2020,2,21,4,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,282000.0,1284958.1684374579,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,2020,2,22,5,1,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,275441.8604651163,1270297.0395471174,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,2020,2,23,6,1,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,269181.8181818182,1256125.7882635815,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,2020,2,24,0,1,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,263200.0,1242417.7719269795,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,2020,2,25,1,1,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,257478.26086956522,1229148.3298814027,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,2020,2,26,2,1,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,252000.0,1216294.5981813853,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,2020,2,27,3,1,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,246750.0,1203835.3450004451,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-28,0.0,0.0,0.0,0.0,0.0,2020,2,28,4,1,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,241714.2857142857,1191750.8240679621,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,2020,2,29,5,1,9,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,236880.0,1180022.6438505324,0.0,0.0,0.0,0.0,0.0,9688000.0,11844000.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,2020,3,1,6,1,9,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,232235.29411764705,1168633.6505207317,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,2020,3,2,0,1,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,227769.23076923078,1157567.823031136,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,2020,3,3,1,1,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,223471.69811320756,1146810.1788434668,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,2020,3,4,2,1,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,219333.33333333334,1136346.6890592189,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,2020,3,5,3,1,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,215345.45454545456,1126164.2018650253,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,2020,3,6,4,1,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,211500.0,1116250.3733482019,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,2020,3,7,5,1,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,207789.47368421053,1106593.6048594306,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,2020,3,8,6,1,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,204206.89655172414,1097182.986203651,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,2020,3,9,0,1,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,200745.7627118644,1088008.2440296873,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,2020,3,10,1,1,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322933.3333333333,1476936.6146447046,197400.0,1079059.6948662042,0.0,0.0,0.0,0.0,0.0,0.0,11844000.0
2020-03-11,2284800.0,2.0,2.0,2.0,12.0,2020,3,11,2,1,11,0,0,0,0.0,0.0,0.0,0.0,326400.0,863573.2279314826,399093.3333333333,1518047.017338585,231619.67213114753,1102902.4457946816,228480000.0,228480000.0,761600.0,0.0,0.0,2284800.0,14128800.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,2020,3,12,3,1,11,0,0,0,2284800.0,0.0,7963200.0,0.0,326400.0,863573.2279314826,133653.33333333334,513921.69250089873,227883.87096774194,1094220.3653434308,0.0,-99.99998744223585,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,2020,3,13,4,1,11,0,0,0,0.0,0.0,1724800.0,0.0,326400.0,863573.2279314826,76160.0,417145.49979593424,224266.66666666666,1085739.806054661,0.0,-99.99994202229706,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-14,0.0,0.0,0.0,0.0,0.0,2020,3,14,5,1,11,1,0,0,0.0,0.0,0.0,0.0,326400.0,863573.2279314826,76160.0,417145.49979593424,220762.5,1077453.104419038,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-15,0.0,0.0,0.0,0.0,0.0,2020,3,15,6,1,11,1,0,0,0.0,0.0,0.0,0.0,326400.0,863573.2279314826,76160.0,417145.49979593424,217366.15384615384,1069352.9980607613,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-16,0.0,0.0,0.0,0.0,0.0,2020,3,16,0,1,12,0,0,0,0.0,0.0,0.0,0.0,326400.0,863573.2279314826,76160.0,417145.49979593424,214072.72727272726,1061432.5991928882,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-17,0.0,0.0,0.0,0.0,0.0,2020,3,17,1,1,12,0,0,0,0.0,0.0,0.0,0.0,326400.0,863573.2279314826,76160.0,417145.49979593424,210877.61194029852,1053685.3701839393,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-18,0.0,0.0,0.0,0.0,0.0,2020,3,18,2,1,12,0,0,0,0.0,2284800.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,207776.4705882353,1046105.1010406069,-99.99995623251216,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-19,0.0,0.0,0.0,0.0,0.0,2020,3,19,3,1,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,204765.21739130435,1038685.8886318648,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-20,0.0,0.0,0.0,0.0,0.0,2020,3,20,4,1,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,201840.0,1031422.1174978594,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-21,0.0,0.0,0.0,0.0,0.0,2020,3,21,5,1,12,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,198997.18309859154,1024308.4421029539,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-22,0.0,0.0,0.0,0.0,0.0,2020,3,22,6,1,12,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,196233.33333333334,1017339.7704064774,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-23,0.0,0.0,0.0,0.0,0.0,2020,3,23,0,1,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,193545.20547945207,1010511.2486373057,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-24,0.0,0.0,0.0,0.0,0.0,2020,3,24,1,1,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,190929.72972972973,1003818.2471695814,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-25,0.0,0.0,0.0,0.0,0.0,2020,3,25,2,1,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,188384.0,997256.3474068457,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-26,0.0,0.0,0.0,0.0,0.0,2020,3,26,3,1,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,185905.26315789475,990821.3295907238,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,2020,3,27,4,1,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,183490.9090909091,984509.1614582442,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-28,0.0,0.0,0.0,0.0,0.0,2020,3,28,5,1,13,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,181138.46153846153,978315.9876789562,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,2020,3,29,6,1,13,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,178845.56962025317,972238.1200093683,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,2020,3,30,0,1,14,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,176610.0,966272.0281079224,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,2020,3,31,1,1,14,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,174429.62962962964,960414.3309588373,0.0,0.0,0.0,0.0,0.0,2284800.0,14128800.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,2020,4,1,2,2,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,172302.43902439025,954661.788857755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,2020,4,2,3,2,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,170226.5060240964,949011.2959162645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,2020,4,3,4,2,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,168200.0,943459.8730461157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-04,0.0,0.0,0.0,0.0,0.0,2020,4,4,5,2,14,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,166221.17647058822,938004.6613873056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.0,0.0,0.0,2020,4,5,6,2,14,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,164288.37209302327,932642.9161472635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,2020,4,6,0,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,162400.0,927372.000821125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,2020,4,7,1,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,160554.54545454544,922189.3817655733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,2020,4,8,2,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,158750.5617977528,917092.6231009993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,2020,4,9,3,2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,76160.0,417145.49979593424,156986.66666666666,912079.3819187825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,2020,4,10,4,2,15,0,0,0,0.0,0.0,2284800.0,2156000.0,0.0,0.0,0.0,0.0,133031.11111111112,886953.1575795447,0.0,-99.99995623251216,0.0,0.0,0.0,0.0,0.0
2020-04-11,1848000.0,1.0,1.0,1.0,14.0,2020,4,11,5,2,15,1,0,0,0.0,0.0,0.0,0.0,264000.0,698478.3461210522,61600.0,337397.095423182,153564.44444444444,905045.2893641564,184800000.0,184800000.0,924000.0,0.0,0.0,1848000.0,1848000.0
2020-04-12,3808000.0,3.0,3.0,3.0,32.0,2020,4,12,6,2,15,1,0,0,1848000.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,380800000.0,380800000.0,952000.0,2800000.0,73.52939245551669,5656000.0,5656000.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,2020,4,13,0,2,16,0,0,0,3808000.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,0.0,0.0,0.0,0.0,0.0,5656000.0,5656000.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,2020,4,14,1,2,16,0,0,0,0.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,0.0,0.0,0.0,0.0,0.0,5656000.0,5656000.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,2020,4,15,2,2,16,0,0,0,0.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,0.0,0.0,0.0,0.0,0.0,5656000.0,5656000.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,2020,4,16,3,2,16,0,0,0,0.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,0.0,0.0,0.0,0.0,0.0,5656000.0,5656000.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,2020,4,17,4,2,16,0,0,0,0.0,0.0,0.0,0.0,808000.0,1491415.4350817215,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,0.0,0.0,0.0,0.0,0.0,5656000.0,5656000.0
2020-04-18,0.0,0.0,0.0,0.0,0.0,2020,4,18,5,2,16,1,0,0,0.0,1848000.0,0.0,0.0,544000.0,1439288.7132191374,188533.33333333334,762247.6624106987,195875.55555555556,983405.6698690458,-99.99994588747518,0.0,0.0,0.0,0.0,5656000.0,5656000.0
